ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX186764","","88868","03/11/2021 09:44 +11:00","PLX1867640030012804","Depot In","ORANGE","",""
"PLX186761","","88866","03/11/2021 09:44 +11:00","PLX1867610030012400","Depot In","ORANGE","",""
"PLX186761","","88866","03/11/2021 09:44 +11:00","PLX1867610030012400","Misdirected","ORANGE","",""
"PLX186761","","88866","03/11/2021 09:45 +11:00","PLX1867610010012400","Depot In","ORANGE","",""
"PLX186761","","88866","03/11/2021 09:46 +11:00","PLX1867610010012400","Misdirected","ORANGE","",""
"PLX187714","","89226","03/11/2021 09:01 +11:00","PLX1877140020023138","On Delivery","MELBOURNE","",""
"PLX187714","","89226","03/11/2021 09:14 +11:00","PLX1877140010023138","On Delivery","MELBOURNE","",""
"PLX187310","","89040","03/11/2021 09:37 +11:00","PLX1873100020043153","On Delivery","MELBOURNE","",""
"PLX187310","","89040","03/11/2021 09:38 +11:00","PLX1873100010043153","On Delivery","MELBOURNE","",""
"PLX187336","","89052","03/11/2021 09:09 +11:00","PLX1873360020023149","On Delivery","MELBOURNE","",""
"PLX187336","","89052","03/11/2021 09:10 +11:00","PLX1873360010023149","On Delivery","MELBOURNE","",""
"PLX187019","","88996","03/11/2021 09:38 +11:00","PLX1870190020022340","On Delivery","TAMWORTH","",""
"PLX187019","","88996","03/11/2021 09:40 +11:00","PLX1870190010022340","On Delivery","TAMWORTH","",""
"DME188099","","4771135","03/11/2021 09:51 +11:00","DME188099001","Depot In","Geelong","","WEB SCAN"
"DME187496","","CS00486693","03/11/2021 09:48 +11:00","DME1874960010013803","On Delivery","MELBOURNE","",""
"DME187411","","22523","02/11/2021 09:05 +10:00","DME1874110010014018","On Delivery","BRISBANE","",""
