ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX188156","","89055","03/11/2021 18:01 +11:00","PLX1881560050062462","Depot In","SYDNEY","",""
"PLX187700","","89186","03/11/2021 18:01 +11:00","PLX1877000010082527","Depot In","SYDNEY","",""
"PLX187712","","89224","03/11/2021 18:01 +11:00","PLX1877120020082261","Depot In","SYDNEY","",""
"PLX187700","","89186","03/11/2021 18:00 +11:00","PLX1877000070082527","Depot In","SYDNEY","",""
"PLX187324","","89074","03/11/2021 18:01 +11:00","PLX1873240010072179","Depot In","SYDNEY","",""
"PLX187710","","89246","03/11/2021 18:01 +11:00","PLX1877100010022615","Depot In","SYDNEY","",""
"PLX187687","","89081","03/11/2021 18:01 +11:00","PLX1876870010074350","Depot In","SYDNEY","",""
"PLX187707","","89194","03/11/2021 18:01 +11:00","PLX1877070070075251","Depot In","SYDNEY","",""
"PLX187708","","89229","03/11/2021 18:02 +11:00","PLX1877080020074020","Depot In","SYDNEY","",""
"PLX187712","","89224","03/11/2021 18:01 +11:00","PLX1877120060082261","Depot In","SYDNEY","",""
"PLX187324","","89074","03/11/2021 18:01 +11:00","PLX1873240040072179","Depot In","SYDNEY","",""
"PLX187623","","89204","03/11/2021 18:01 +11:00","PLX1876230010024701","Depot In","SYDNEY","",""
"PLX187708","","89229","03/11/2021 18:01 +11:00","PLX1877080060074020","Depot In","SYDNEY","",""
"PLX187677","","88894","03/11/2021 18:02 +11:00","PLX1876770010022208","Depot In","SYDNEY","",""
"PLX187700","","89186","03/11/2021 18:02 +11:00","PLX1877000040082527","Depot In","SYDNEY","",""
"PLX187679","","87960","03/11/2021 18:02 +11:00","PLX1876790020022570","Depot In","SYDNEY","",""
"PLX188156","","89055","03/11/2021 18:01 +11:00","PLX1881560060062462","Depot In","SYDNEY","",""
"PLX187673","","89258","03/11/2021 18:02 +11:00","PLX1876730040043173","Depot In","SYDNEY","",""
"PLX187680","","87901","03/11/2021 18:02 +11:00","PLX1876800020023030","Depot In","SYDNEY","",""
"PLX187711","","89167","03/11/2021 18:03 +11:00","PLX1877110050063199","Depot In","SYDNEY","",""
"PLX187855","","87398","03/11/2021 18:03 +11:00","PLX1878550020022210","Depot In","SYDNEY","",""
"PLX187711","","89167","03/11/2021 18:03 +11:00","PLX1877110030063199","Depot In","SYDNEY","",""
"PLX187712","","89224","03/11/2021 18:03 +11:00","PLX1877120030082261","Depot In","SYDNEY","",""
"PLX187707","","89194","03/11/2021 18:03 +11:00","PLX1877070020075251","Depot In","SYDNEY","",""
"PLX187324","","89074","03/11/2021 18:02 +11:00","PLX1873240050072179","Depot In","SYDNEY","",""
"PLX188156","","89055","03/11/2021 18:02 +11:00","PLX1881560020062462","Depot In","SYDNEY","",""
"PLX187701","","89187","03/11/2021 18:03 +11:00","PLX1877010030032760","Depot In","SYDNEY","",""
"PLX187687","","89081","03/11/2021 18:02 +11:00","PLX1876870050074350","Depot In","SYDNEY","",""
"PLX187711","","89167","03/11/2021 18:03 +11:00","PLX1877110020063199","Depot In","SYDNEY","",""
"PLX187687","","89081","03/11/2021 18:03 +11:00","PLX1876870060074350","Depot In","SYDNEY","",""
