ConsignmentNumber,UniqueId,SenderReference,StatusDateTime,Status,StatusTag
"DME189678","","3669942","17/11/2021 09:53 +11:00","DriverPickupAcknowledge",""
"PLX187676","","89261","17/11/2021 09:53 +11:00","OnDelivery",""
"PLX189632","","393503651002108000, 393503651002108017","17/11/2021 09:53 +11:00","OnDelivery",""
"DME189670","","555268","17/11/2021 09:54 +11:00","Assigned",""
"DME189677","","4100495406","17/11/2021 09:54 +11:00","Assigned",""
"PLX189514","","393503651002102312, 393503651002102329","17/11/2021 09:54 +11:00","OnDelivery",""
"PLX189058","","393503651002101520, 393503651002101537","17/11/2021 09:54 +11:00","OnDelivery",""
