ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX018991","2ade2876-bd83-4226-9af6-583485a57554","88725","19/10/2021 16:32 +11:00","PLX0189910020042827","Depot In","SYDNEY","",""
"PLX019077","38c3035a-c151-41dd-99a3-2d101444e912","87868","19/10/2021 16:30 +11:00","PLX0190770030056062","Depot In","SYDNEY","",""
"PLX019054","f3d51bec-6f83-451e-9bd1-6697fc9507bb","87884","19/10/2021 16:31 +11:00","PLX0190540020082913","Depot In","SYDNEY","",""
"PLX018999","48e1faa2-91f1-4f35-93d5-ab04238a44a9","88704","19/10/2021 16:30 +11:00","PLX0189990010082821","Depot In","SYDNEY","",""
"PLX019054","f3d51bec-6f83-451e-9bd1-6697fc9507bb","87884","19/10/2021 16:30 +11:00","PLX0190540010082913","Depot In","SYDNEY","",""
"PLX019064","d8c10e2a-19ea-4742-9ecb-8ac5c38d2630","88211","19/10/2021 16:31 +11:00","PLX0190640010082316","Depot In","SYDNEY","",""
"PLX019040","c18135ea-df01-444a-96fa-b2590dbcf919","88149","19/10/2021 16:30 +11:00","PLX0190400020082602","Depot In","SYDNEY","",""
"PLX019040","c18135ea-df01-444a-96fa-b2590dbcf919","88149","19/10/2021 16:30 +11:00","PLX0190400030082602","Depot In","SYDNEY","",""
"PLX019054","f3d51bec-6f83-451e-9bd1-6697fc9507bb","87884","19/10/2021 16:31 +11:00","PLX0190540030082913","Depot In","SYDNEY","",""
"PLX019064","d8c10e2a-19ea-4742-9ecb-8ac5c38d2630","88211","19/10/2021 16:31 +11:00","PLX0190640030082316","Depot In","SYDNEY","",""
"PLX019064","d8c10e2a-19ea-4742-9ecb-8ac5c38d2630","88211","19/10/2021 16:32 +11:00","PLX0190640020082316","Depot In","SYDNEY","",""
"PLX019040","c18135ea-df01-444a-96fa-b2590dbcf919","88149","19/10/2021 16:31 +11:00","PLX0190400040082602","Depot In","SYDNEY","",""
