ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX189231","","393503651002086414, 393503651002086407, 393503651002086377, 393503651002099506, 393503651002099513,","12/11/2021 18:59 +11:00","PLX1892310010093352","Depot In","SYDNEY","",""
"PLX189231","","393503651002086414, 393503651002086407, 393503651002086377, 393503651002099506, 393503651002099513,","12/11/2021 19:00 +11:00","PLX1892310050093352","Depot In","SYDNEY","",""
"PLX188848","","393503651002086322, 393503651002086360, 393503651002086339, 393503651002086346, 393503651002086445,","12/11/2021 19:00 +11:00","PLX1888480020094030","Depot In","SYDNEY","",""
"PLX188848","","393503651002086322, 393503651002086360, 393503651002086339, 393503651002086346, 393503651002086445,","12/11/2021 19:00 +11:00","PLX1888480010094030","Depot In","SYDNEY","",""
"PLX189228","","393277552007026314, 393277552007026307","12/11/2021 19:01 +11:00","PLX1892280010022285","Depot In","SYDNEY","",""
"PLX189231","","393503651002086414, 393503651002086407, 393503651002086377, 393503651002099506, 393503651002099513,","12/11/2021 19:01 +11:00","PLX1892310040093352","Depot In","SYDNEY","",""
"PLX189238","","393277552007026253, 393255522002539483","12/11/2021 19:01 +11:00","PLX1892380010023496","Depot In","SYDNEY","",""
"PLX188848","","393503651002086322, 393503651002086360, 393503651002086339, 393503651002086346, 393503651002086445,","12/11/2021 19:01 +11:00","PLX1888480060094030","Depot In","SYDNEY","",""
"PLX189024","","393503651002104859, 393503651002104828, 393503651002104798, 393503651002104866, 393503651002104774,","12/11/2021 19:01 +11:00","PLX1890240040153156","Depot In","SYDNEY","",""
"PLX189024","","393503651002104859, 393503651002104828, 393503651002104798, 393503651002104866, 393503651002104774,","12/11/2021 19:02 +11:00","PLX1890240150153156","Depot In","SYDNEY","",""
"PLX189023","","393503651002100042, 393503651002100011, 393503651002100035, 393503651002100004, 393503651002100028,","12/11/2021 19:02 +11:00","PLX1890230030085170","Depot In","SYDNEY","",""
"PLX189241","","393255522002539490, 393255522002539506","12/11/2021 19:02 +11:00","PLX1892410010025107","Depot In","SYDNEY","",""
"PLX189246","","393255522002539513, 393255522002539520","12/11/2021 19:03 +11:00","PLX1892460010024129","Depot In","SYDNEY","",""
"PLX189029","","393503651002099780","12/11/2021 19:02 +11:00","PLX1890290010013936","Depot In","SYDNEY","",""
"PLX189236","","393277552007026277, 393277552007026260","12/11/2021 19:03 +11:00","PLX1892360010025117","Depot In","SYDNEY","",""
