ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX019146","f88353df-1a52-48fe-ba1a-1bd125d16bf3","88945","09/11/2021 00:05 +11:00","PLX0191460040045052","Depot In","SYDNEY","",""
"PLX019148","c78f3103-40cc-437d-80cb-eacf0a487948","89404","09/11/2021 00:05 +11:00","PLX0191480010073230","Depot In","SYDNEY","",""
"PLX019154","9f6dc859-ec1e-4654-92a8-a8878d3191d8","89491","09/11/2021 00:05 +11:00","PLX0191540040044700","Depot In","SYDNEY","",""
"PLX188498","","89375","09/11/2021 00:05 +11:00","PLX1884980080082774","Depot In","SYDNEY","",""
"PLX019154","9f6dc859-ec1e-4654-92a8-a8878d3191d8","89491","09/11/2021 00:06 +11:00","PLX0191540020044700","Depot In","SYDNEY","",""
"PLX019147","8cb2afbf-22ec-4713-9b10-c61e0830236e","89405","09/11/2021 00:06 +11:00","PLX0191470040063095","Depot In","SYDNEY","",""
"PLX188497","","89374","09/11/2021 00:05 +11:00","PLX1884970010023222","Depot In","SYDNEY","",""
"PLX019159","e97ec58e-44c6-4826-95dd-3ad356ba703b","89504","09/11/2021 00:05 +11:00","PLX0191590030043352","Depot In","SYDNEY","",""
"PLX188499","","89201","09/11/2021 00:05 +11:00","PLX1884990010022752","Depot In","SYDNEY","",""
"PLX019154","9f6dc859-ec1e-4654-92a8-a8878d3191d8","89491","09/11/2021 00:06 +11:00","PLX0191540030044700","Depot In","SYDNEY","",""
"PLX019159","e97ec58e-44c6-4826-95dd-3ad356ba703b","89504","09/11/2021 00:06 +11:00","PLX0191590020043352","Depot In","SYDNEY","",""
"PLX019146","f88353df-1a52-48fe-ba1a-1bd125d16bf3","88945","09/11/2021 00:06 +11:00","PLX0191460020045052","Depot In","SYDNEY","",""
"PLX019148","c78f3103-40cc-437d-80cb-eacf0a487948","89404","09/11/2021 00:06 +11:00","PLX0191480040073230","Depot In","SYDNEY","",""
"PLX019147","8cb2afbf-22ec-4713-9b10-c61e0830236e","89405","09/11/2021 00:05 +11:00","PLX0191470010063095","Depot In","SYDNEY","",""
"PLX188490","","87533","09/11/2021 00:06 +11:00","PLX1884900010026000","Depot In","SYDNEY","",""
"PLX019154","9f6dc859-ec1e-4654-92a8-a8878d3191d8","89491","09/11/2021 00:05 +11:00","PLX0191540010044700","Depot In","SYDNEY","",""
"PLX019153","daebfa2d-b666-4808-99c4-329d1490ddbb","89460","09/11/2021 00:06 +11:00","PLX0191530030043212","Depot In","SYDNEY","",""
"PLX019147","8cb2afbf-22ec-4713-9b10-c61e0830236e","89405","09/11/2021 00:05 +11:00","PLX0191470030063095","Depot In","SYDNEY","",""
"PLX019146","f88353df-1a52-48fe-ba1a-1bd125d16bf3","88945","09/11/2021 00:06 +11:00","PLX0191460010045052","Depot In","SYDNEY","",""
"PLX018978","10521567-0521-4e75-b457-902a097f54a0","88693","09/11/2021 00:05 +11:00","PLX0189780040042107","Depot In","SYDNEY","",""
"PLX019158","6278e750-50e1-4ea7-b263-0c8ac0b74e16","89171","09/11/2021 00:05 +11:00","PLX0191580010043037","Depot In","SYDNEY","",""
"PLX019153","daebfa2d-b666-4808-99c4-329d1490ddbb","89460","09/11/2021 00:05 +11:00","PLX0191530020043212","Depot In","SYDNEY","",""
"PLX019147","8cb2afbf-22ec-4713-9b10-c61e0830236e","89405","09/11/2021 00:06 +11:00","PLX0191470050063095","Depot In","SYDNEY","",""
