ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX188628","","89478","16/11/2021 18:50 +11:00","PLX1886280040077325","Depot In","SYDNEY","",""
"PLX188628","","89478","16/11/2021 18:50 +11:00","PLX1886280060077325","Depot In","SYDNEY","",""
"PLX188480","","89431","16/11/2021 18:50 +11:00","PLX1884800010012370","Depot In","SYDNEY","",""
"PLX188744","","89509","16/11/2021 18:50 +11:00","PLX1887440010060836","Depot In","SYDNEY","",""
"PLX188624","","89470","16/11/2021 18:50 +11:00","PLX1886240010012640","Depot In","SYDNEY","",""
"PLX188744","","89509","16/11/2021 18:50 +11:00","PLX1887440060060836","Depot In","SYDNEY","",""
"PLX188628","","89478","16/11/2021 18:51 +11:00","PLX1886280010077325","Depot In","SYDNEY","",""
"PLX188807","","89402","16/11/2021 18:51 +11:00","PLX1888070070073805","Depot In","SYDNEY","",""
"PLX188740","","89507","16/11/2021 18:51 +11:00","PLX1887400020043073","Depot In","SYDNEY","",""
"PLX188740","","89507","16/11/2021 18:50 +11:00","PLX1887400040043073","Depot In","SYDNEY","",""
"PLX188739","","89506","16/11/2021 18:50 +11:00","PLX1887390030042640","Depot In","SYDNEY","",""
"PLX188744","","89509","16/11/2021 18:50 +11:00","PLX1887440030060836","Depot In","SYDNEY","",""
"PLX188631","","89484","16/11/2021 18:51 +11:00","PLX1886310030043082","Depot In","SYDNEY","",""
"PLX188744","","89509","16/11/2021 18:51 +11:00","PLX1887440050060836","Depot In","SYDNEY","",""
"PLX188739","","89506","16/11/2021 18:52 +11:00","PLX1887390010042640","Depot In","SYDNEY","",""
"PLX188628","","89478","16/11/2021 18:53 +11:00","PLX1886280020077325","Depot In","SYDNEY","",""
"PLX188744","","89509","16/11/2021 18:53 +11:00","PLX1887440040060836","Depot In","SYDNEY","",""
"PLX019172","43f642bb-ee3b-4d90-8c76-6c5fe1018d9f","89666","16/11/2021 18:54 +11:00","PLX0191720010012324","Depot In","SYDNEY","",""
"PLX189027","","393503651002104996","16/11/2021 18:54 +11:00","PLX1890270010013126","Depot In","SYDNEY","",""
"PLX188628","","89478","16/11/2021 18:53 +11:00","PLX1886280050077325","Depot In","SYDNEY","",""
"PLX188635","","89487","16/11/2021 18:53 +11:00","PLX1886350010012449","Depot In","SYDNEY","",""
"PLX189792","","393503651002105108","16/11/2021 18:54 +11:00","PLX1897920010012225","Depot In","SYDNEY","",""
"PLX188757","","89495","16/11/2021 18:53 +11:00","PLX1887570020033205","Depot In","SYDNEY","",""
"PLX188622","","89467","16/11/2021 18:53 +11:00","PLX1886220010012285","Depot In","SYDNEY","",""
"PLX188631","","89484","16/11/2021 18:53 +11:00","PLX1886310040043082","Depot In","SYDNEY","",""
"PLX188739","","89506","16/11/2021 18:51 +11:00","PLX1887390020042640","Depot In","SYDNEY","",""
"PLX188628","","89478","16/11/2021 18:53 +11:00","PLX1886280030077325","Depot In","SYDNEY","",""
"PLX188631","","89484","16/11/2021 18:52 +11:00","PLX1886310010043082","Depot In","SYDNEY","",""
"PLX188757","","89495","16/11/2021 18:52 +11:00","PLX1887570010033205","Depot In","SYDNEY","",""
"PLX188740","","89507","16/11/2021 18:52 +11:00","PLX1887400030043073","Depot In","SYDNEY","",""
"PLX019170","04fb2409-6a1f-408c-acb5-eed958036269","89664","16/11/2021 18:54 +11:00","PLX0191700020024390","Depot In","SYDNEY","",""
"PLX189638","","393503651002105115","16/11/2021 18:54 +11:00","PLX1896380010012250","Depot In","SYDNEY","",""
"PLX019162","b2e4e9ce-6df7-4a58-8fc0-15ec97cc8cd9","89562","16/11/2021 18:54 +11:00","PLX0191620020042615","Depot In","SYDNEY","",""
"PLX019171","a44c1070-9255-4f92-a03a-f54ce07b711f","89665","16/11/2021 18:54 +11:00","PLX0191710010012285","Depot In","SYDNEY","",""
"PLX019185","14ce5274-5d37-4434-84d8-380eb63c6c77","89096","16/11/2021 18:54 +11:00","PLX0191850020042790","Depot In","SYDNEY","",""
"PLX019192","133cdbfc-ae0e-4d85-bd13-2d40dd79707f","89198","16/11/2021 18:54 +11:00","PLX0191920020043054","Depot In","SYDNEY","",""
