ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX187641","","89231","01/11/2021 18:05 +11:00","PLX1876410020073156","Depot In","SYDNEY","",""
"PLX187641","","89231","01/11/2021 18:05 +11:00","PLX1876410010073156","Depot In","SYDNEY","",""
"PLX187334","","89061","01/11/2021 18:08 +11:00","PLX1873340020062641","Depot In","SYDNEY","",""
"PLX187641","","89231","01/11/2021 18:06 +11:00","PLX1876410040073156","Depot In","SYDNEY","",""
"PLX187709","","89230","01/11/2021 18:05 +11:00","PLX1877090010015125","Depot In","SYDNEY","",""
"PLX187309","","88183","01/11/2021 18:06 +11:00","PLX1873090040042615","Depot In","SYDNEY","",""
"PLX187678","","88213","01/11/2021 18:06 +11:00","PLX1876780020023922","Depot In","SYDNEY","",""
"PLX187840","","89265","01/11/2021 18:09 +11:00","PLX1878400060063941","Depot In","SYDNEY","",""
"PLX019136","33435bcd-9146-4a16-8f0a-4deb4ceadd0c","89256","01/11/2021 18:08 +11:00","PLX0191360010012825","Depot In","SYDNEY","",""
"PLX187334","","89061","01/11/2021 18:08 +11:00","PLX1873340030062641","Depot In","SYDNEY","",""
"PLX187678","","88213","01/11/2021 18:08 +11:00","PLX1876780010023922","Depot In","SYDNEY","",""
"PLX187291","","89141","01/11/2021 18:05 +11:00","PLX1872910020043016","Depot In","SYDNEY","",""
"PLX187327","","89070","01/11/2021 18:08 +11:00","PLX1873270020022049","Depot In","SYDNEY","",""
"PLX187840","","89265","01/11/2021 18:08 +11:00","PLX1878400020063941","Depot In","SYDNEY","",""
"PLX187301","","88825","01/11/2021 18:08 +11:00","PLX1873010020043809","Depot In","SYDNEY","",""
"PLX187334","","89061","01/11/2021 18:08 +11:00","PLX1873340060062641","Depot In","SYDNEY","",""
"PLX187122","","89012","01/11/2021 18:08 +11:00","PLX1871220030072233","Depot In","SYDNEY","",""
"PLX187622","","89199","01/11/2021 18:09 +11:00","PLX1876220010012126","Depot In","SYDNEY","",""
