ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX018994","558db19b-693e-4e3e-abab-63f7ecb4cab0","88758","22/10/2021 15:56 +11:00","PLX0189940050062430","Depot In","SYDNEY","",""
"PLX019041","6193740b-ab52-43f7-bfa3-a8eeea78c31c","87048","22/10/2021 15:56 +11:00","PLX0190410050062322","Depot In","SYDNEY","",""
"PLX018994","558db19b-693e-4e3e-abab-63f7ecb4cab0","88758","22/10/2021 15:56 +11:00","PLX0189940040062430","Depot In","SYDNEY","",""
"PLX019078","2b735b9d-87c3-40f6-a729-056d9c135e44","88814","22/10/2021 15:56 +11:00","PLX0190780030064208","Depot In","SYDNEY","",""
"PLX019041","6193740b-ab52-43f7-bfa3-a8eeea78c31c","87048","22/10/2021 15:56 +11:00","PLX0190410040062322","Depot In","SYDNEY","",""
"PLX018994","558db19b-693e-4e3e-abab-63f7ecb4cab0","88758","22/10/2021 15:56 +11:00","PLX0189940020062430","Depot In","SYDNEY","",""
"PLX186767","","88871","22/10/2021 15:58 +11:00","PLX1867670010012573","Depot In","SYDNEY","",""
"PLX019114","121609e5-42f5-4e6f-aec5-e9eab2f6242d","88165","22/10/2021 15:57 +11:00","PLX0191140050062135","Depot In","SYDNEY","",""
"PLX019078","2b735b9d-87c3-40f6-a729-056d9c135e44","88814","22/10/2021 15:55 +11:00","PLX0190780040064208","Depot In","SYDNEY","",""
"PLX186775","","88811","22/10/2021 15:57 +11:00","PLX1867750010012575","Depot In","SYDNEY","",""
"PLX018994","558db19b-693e-4e3e-abab-63f7ecb4cab0","88758","22/10/2021 15:56 +11:00","PLX0189940030062430","Depot In","SYDNEY","",""
"PLX019078","2b735b9d-87c3-40f6-a729-056d9c135e44","88814","22/10/2021 15:57 +11:00","PLX0190780020064208","Depot In","SYDNEY","",""
"PLX019041","6193740b-ab52-43f7-bfa3-a8eeea78c31c","87048","22/10/2021 15:56 +11:00","PLX0190410030062322","Depot In","SYDNEY","",""
"PLX019041","6193740b-ab52-43f7-bfa3-a8eeea78c31c","87048","22/10/2021 15:57 +11:00","PLX0190410060062322","Depot In","SYDNEY","",""
