ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX019114","121609e5-42f5-4e6f-aec5-e9eab2f6242d","88165","22/10/2021 15:56 +11:00","PLX0191140030062135","Depot In","SYDNEY","",""
"PLX019114","121609e5-42f5-4e6f-aec5-e9eab2f6242d","88165","22/10/2021 15:55 +11:00","PLX0191140040062135","Depot In","SYDNEY","",""
"PLX019114","121609e5-42f5-4e6f-aec5-e9eab2f6242d","88165","22/10/2021 15:56 +11:00","PLX0191140020062135","Depot In","SYDNEY","",""
"PLX019114","121609e5-42f5-4e6f-aec5-e9eab2f6242d","88165","22/10/2021 15:57 +11:00","PLX0191140060062135","Depot In","SYDNEY","",""
"PLX186761","","88866","22/10/2021 15:58 +11:00","PLX1867610030012400","Depot In","SYDNEY","",""
"PLX186764","","88868","22/10/2021 15:58 +11:00","PLX1867640030012804","Depot In","SYDNEY","",""
"PLX186761","","88866","22/10/2021 15:57 +11:00","PLX1867610010012400","Depot In","SYDNEY","",""
"PLX186765","","88869","22/10/2021 15:59 +11:00","PLX1867650030013201","Depot In","SYDNEY","",""
"PLX018994","558db19b-693e-4e3e-abab-63f7ecb4cab0","88758","22/10/2021 15:58 +11:00","PLX0189940060062430","Depot In","SYDNEY","",""
"PLX019078","2b735b9d-87c3-40f6-a729-056d9c135e44","88814","22/10/2021 15:58 +11:00","PLX0190780060064208","Depot In","SYDNEY","",""
"PLX019041","6193740b-ab52-43f7-bfa3-a8eeea78c31c","87048","22/10/2021 15:57 +11:00","PLX0190410020062322","Depot In","SYDNEY","",""
"PLX186765","","88869","22/10/2021 15:58 +11:00","PLX1867650010013201","Depot In","SYDNEY","",""
"PLX186764","","88868","22/10/2021 15:58 +11:00","PLX1867640010012804","Depot In","SYDNEY","",""
"PLX186767","","88871","22/10/2021 15:59 +11:00","PLX1867670030012573","Depot In","SYDNEY","",""
"PLX186775","","88811","22/10/2021 15:58 +11:00","PLX1867750030012575","Depot In","SYDNEY","",""
