ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX187708","","89229","08/11/2021 15:04 +11:00","PLX1877080030074020","Reserved 15","SYDNEY","",""
"PLX187819","","89266","08/11/2021 15:04 +11:00","PLX1878190030032250","Reserved 15","SYDNEY","",""
"PLX187846","","89289","08/11/2021 15:04 +11:00","PLX1878460060072390","Reserved 15","SYDNEY","",""
"PLX187821","","89269","08/11/2021 15:05 +11:00","PLX1878210020043992","Reserved 15","SYDNEY","",""
"PLX188271","","89387","08/11/2021 15:05 +11:00","PLX1882710010022533","Reserved 15","SYDNEY","",""
"PLX188208","","89364","08/11/2021 15:05 +11:00","PLX1882080010022303","Reserved 15","SYDNEY","",""
"PLX188202","","89359","08/11/2021 15:05 +11:00","PLX1882020010023862","Reserved 15","SYDNEY","",""
"PLX187843","","89287","08/11/2021 15:05 +11:00","PLX1878430070076725","Reserved 15","SYDNEY","",""
"PLX187627","","89211","08/11/2021 15:05 +11:00","PLX1876270010073156","Reserved 15","SYDNEY","",""
"PLX187863","","88291","08/11/2021 15:05 +11:00","PLX1878630070092582","Reserved 15","SYDNEY","",""
"PLX188202","","89359","08/11/2021 15:06 +11:00","PLX1882020020023862","Reserved 15","SYDNEY","",""
