ConsignmentNumber,UniqueId,SenderReference,StatusDateTime,Status,StatusTag
"PLX189838","","393503651002113936, 393503651002114261, 393503651002114223, 393503651002113400, 393503651002114254,","17/11/2021 13:19 +11:00","PickupReceived",""
"PLX189834","","393503651002114209, 393503651002114216","17/11/2021 13:19 +11:00","PickupReceived",""
