ConsignmentNumber,UniqueId,SenderReference,StatusDateTime,Status,StatusTag
"PLX189868","","393503651002106556","17/11/2021 03:15 +11:00","Assigned",""
"PLX189640","","393503651002106716, 393503651002106723","17/11/2021 03:15 +11:00","Assigned",""
"PLX189881","","393503651002106662","17/11/2021 03:15 +11:00","Assigned",""
