ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX186363","","88768","19/10/2021 16:23 +11:00","PLX1863630010013934","Depot In","SYDNEY","",""
"PLX019057","59f0b4f8-2fd7-487f-930e-e1f2003c10a3","88290","19/10/2021 16:22 +11:00","PLX0190570010012175","Depot In","SYDNEY","",""
"PLX019066","54a316c5-3dd2-4d2a-9b94-2d4e7299b229","88850","19/10/2021 16:23 +11:00","PLX0190660010013579","Depot In","SYDNEY","",""
"PLX019082","9a339b33-d839-4bb2-910b-dc9dfc2e1f23","88860","19/10/2021 16:23 +11:00","PLX0190820010016175","Depot In","SYDNEY","",""
"PLX019008","dddecbbc-513a-4081-983c-22d8ae4035c0","88716","19/10/2021 16:23 +11:00","PLX0190080020032830","Depot In","SYDNEY","",""
"PLX019061","b6ee418e-ca2f-450a-8b6d-9d62ece7679c","88853","19/10/2021 16:23 +11:00","PLX0190610010013216","Depot In","SYDNEY","",""
"PLX019001","03d899c0-5539-4c38-bc61-b4bc1bf7f48f","88708","19/10/2021 16:23 +11:00","PLX0190010020023030","Depot In","SYDNEY","",""
"PLX019029","67a7e615-633a-487b-b387-1f14f36a5967","88805","19/10/2021 16:24 +11:00","PLX0190290020023218","Depot In","SYDNEY","",""
"PLX019010","412631e6-ebac-49a9-b063-a0d10e26290f","88720","19/10/2021 16:24 +11:00","PLX0190100010022322","Depot In","SYDNEY","",""
"PLX019008","dddecbbc-513a-4081-983c-22d8ae4035c0","88716","19/10/2021 16:24 +11:00","PLX0190080030032830","Depot In","SYDNEY","",""
"PLX019030","f5c8a7de-5a5b-4c7e-aea3-fb4898b4be2d","88807","19/10/2021 16:23 +11:00","PLX0190300010022262","Depot In","SYDNEY","",""
"PLX019021","a772b7fa-3b3f-492a-81e2-fed7ac00f1d4","88797","19/10/2021 16:24 +11:00","PLX0190210020022880","Depot In","SYDNEY","",""
"PLX019035","5d1b5508-0551-488b-9d47-a07e0e85dadc","87852","19/10/2021 16:23 +11:00","PLX0190350020022110","Depot In","SYDNEY","",""
"PLX019027","93beb993-7716-4163-922e-e045c99ef34e","88803","19/10/2021 16:24 +11:00","PLX0190270030032036","Depot In","SYDNEY","",""
