ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX186744","","88947","25/10/2021 20:31 +11:00","PLX1867440050013189","Depot In","SYDNEY","",""
"PLX186760","","88865","25/10/2021 20:32 +11:00","PLX1867600030014503","Depot In","SYDNEY","",""
"PLX186758","","88864","25/10/2021 20:30 +11:00","PLX1867580110012577","Depot In","SYDNEY","",""
"PLX186756","","88954","25/10/2021 20:30 +11:00","PLX1867560090013363","Depot In","SYDNEY","",""
"PLX186756","","88954","25/10/2021 20:32 +11:00","PLX1867560070013363","Depot In","SYDNEY","",""
"PLX186758","","88864","25/10/2021 20:31 +11:00","PLX1867580130012577","Depot In","SYDNEY","",""
"PLX019100","8e1ec716-8ff4-4eee-8184-4177c2f1d948","88179","25/10/2021 20:31 +11:00","PLX0191000060073810","Depot In","SYDNEY","",""
"PLX186776","","88817","25/10/2021 20:31 +11:00","PLX1867760010014503","Depot In","SYDNEY","",""
"PLX019047","7fa4eeb8-109a-4ec1-a825-a8c82e584315","88245","25/10/2021 20:33 +11:00","PLX0190470020113175","Depot In","SYDNEY","",""
"PLX019047","7fa4eeb8-109a-4ec1-a825-a8c82e584315","88245","25/10/2021 20:30 +11:00","PLX0190470040113175","Depot In","SYDNEY","",""
"PLX018873","8e2e4daa-67a0-4e97-8699-5d9193a0f563","88164","25/10/2021 20:31 +11:00","PLX0188730010012800","Depot In","SYDNEY","",""
