ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX189025","","393503651002100677, 393503651002100684, 393503651002100691, 393503651002100660","16/11/2021 18:45 +11:00","PLX1890250010042485","Depot In","SYDNEY","",""
"PLX189450","","393503651002100615, 393503651002100622, 393503651002100639","16/11/2021 18:45 +11:00","PLX1894500010034121","Depot In","SYDNEY","",""
"PLX189450","","393503651002100615, 393503651002100622, 393503651002100639","16/11/2021 18:45 +11:00","PLX1894500020034121","Depot In","SYDNEY","",""
"PLX189057","","393503651002100523, 393503651002100516","16/11/2021 18:45 +11:00","PLX1890570010022463","Depot In","SYDNEY","",""
"PLX189025","","393503651002100677, 393503651002100684, 393503651002100691, 393503651002100660","16/11/2021 18:45 +11:00","PLX1890250020042485","Depot In","SYDNEY","",""
"PLX189627","","393503651002107157, 393503651002107171, 393503651002107164","16/11/2021 18:46 +11:00","PLX1896270020032794","Depot In","SYDNEY","",""
"PLX189488","","393503651002096147, 393503651002096130","16/11/2021 18:45 +11:00","PLX1894880010022096","Depot In","SYDNEY","",""
"PLX189239","","393503651002102725, 393503651002102732","16/11/2021 18:45 +11:00","PLX1892390010023038","Depot In","SYDNEY","",""
"PLX189450","","393503651002100615, 393503651002100622, 393503651002100639","16/11/2021 18:46 +11:00","PLX1894500030034121","Depot In","SYDNEY","",""
"PLX189635","","393503651002107126, 393503651002107119","16/11/2021 18:46 +11:00","PLX1896350010022284","Depot In","SYDNEY","",""
"PLX189045","","393503651002100530, 393503651002100547","16/11/2021 18:46 +11:00","PLX1890450010022144","Depot In","SYDNEY","",""
"PLX189627","","393503651002107157, 393503651002107171, 393503651002107164","16/11/2021 18:46 +11:00","PLX1896270010032794","Depot In","SYDNEY","",""
"PLX188757","","89495","16/11/2021 18:49 +11:00","PLX1887570030033205","Depot In","SYDNEY","",""
"PLX188744","","89509","16/11/2021 18:49 +11:00","PLX1887440020060836","Depot In","SYDNEY","",""
"PLX189631","","393503651002107140, 393503651002107133","16/11/2021 18:46 +11:00","PLX1896310020023207","Depot In","SYDNEY","",""
