ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"DME188976","","1037918","11/11/2021 17:45 +11:00","DME1889760010012136","Depot In","SYDNEY","",""
"PLX188838","","89546","11/11/2021 17:45 +11:00","PLX1888380040064701","Depot In","SYDNEY","",""
"PLX189016","","89520","11/11/2021 17:46 +11:00","PLX1890160020053575","Depot In","SYDNEY","",""
"PLX188845","","89551","11/11/2021 17:49 +11:00","PLX1888450010042352","Depot In","SYDNEY","",""
"PLX188842","","89463","11/11/2021 17:46 +11:00","PLX1888420020043227","Depot In","SYDNEY","",""
"PLX188841","","89462","11/11/2021 17:48 +11:00","PLX1888410020085041","Depot In","SYDNEY","",""
"PLX188841","","89462","11/11/2021 17:48 +11:00","PLX1888410060085041","Depot In","SYDNEY","",""
"PLX189016","","89520","11/11/2021 17:46 +11:00","PLX1890160040053575","Depot In","SYDNEY","",""
"PLX188842","","89463","11/11/2021 17:46 +11:00","PLX1888420010043227","Depot In","SYDNEY","",""
"PLX188839","","89547","11/11/2021 17:45 +11:00","PLX1888390070072162","Depot In","SYDNEY","",""
"PLX189014","","89519","11/11/2021 17:45 +11:00","PLX1890140010012250","Depot In","SYDNEY","",""
"PLX188847","","89554","11/11/2021 17:46 +11:00","PLX1888470040042261","Depot In","SYDNEY","",""
"PLX188841","","89462","11/11/2021 17:47 +11:00","PLX1888410010085041","Depot In","SYDNEY","",""
"PLX188838","","89546","11/11/2021 17:45 +11:00","PLX1888380050064701","Depot In","SYDNEY","",""
"PLX189030","","89597","11/11/2021 17:48 +11:00","PLX1890300010016722","Depot In","SYDNEY","",""
"PLX188836","","89545","11/11/2021 17:45 +11:00","PLX1888360040062430","Depot In","SYDNEY","",""
"PLX188841","","89462","11/11/2021 17:48 +11:00","PLX1888410070085041","Depot In","SYDNEY","",""
"PLX188839","","89547","11/11/2021 17:45 +11:00","PLX1888390060072162","Depot In","SYDNEY","",""
"PLX189075","","89567","11/11/2021 17:48 +11:00","PLX1890750020037030","Depot In","SYDNEY","",""
"PLX189031","","89598","11/11/2021 17:49 +11:00","PLX1890310010012880","Depot In","SYDNEY","",""
"PLX189050","","89611","11/11/2021 17:48 +11:00","PLX1890500010014506","Depot In","SYDNEY","",""
"PLX188746","","89511","11/11/2021 17:47 +11:00","PLX1887460010062318","Depot In","SYDNEY","",""
"PLX019173","870cecd7-f8f7-4af9-96c6-c98e87c0be7e","89635","11/11/2021 17:49 +11:00","PLX0191730010014350","Depot In","SYDNEY","",""
"PLX188839","","89547","11/11/2021 17:46 +11:00","PLX1888390040072162","Depot In","SYDNEY","",""
"PLX188841","","89462","11/11/2021 17:48 +11:00","PLX1888410050085041","Depot In","SYDNEY","",""
"PLX188745","","89510","11/11/2021 17:48 +11:00","PLX1887450030072560","Depot In","SYDNEY","",""
"PLX189016","","89520","11/11/2021 17:47 +11:00","PLX1890160030053575","Depot In","SYDNEY","",""
