ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX184994","","87969","07/10/2021 17:20 +11:00","PLX1849940020022112","Reserved 15","SYDNEY","",""
"PLX184894","","87961","07/10/2021 17:20 +11:00","PLX1848940040042340","Reserved 15","SYDNEY","",""
"PLX184894","","87961","07/10/2021 17:21 +11:00","PLX1848940020042340","Reserved 15","SYDNEY","",""
"PLX184894","","87961","07/10/2021 17:21 +11:00","PLX1848940030042340","Reserved 15","SYDNEY","",""
"PLX018744","94d24ce0-a2b0-4c17-8dd2-17d60fe8aa0b","87948","07/10/2021 17:21 +11:00","PLX0187440020043215","Reserved 15","SYDNEY","",""
"PLX018744","94d24ce0-a2b0-4c17-8dd2-17d60fe8aa0b","87948","07/10/2021 17:21 +11:00","PLX0187440030043215","Reserved 15","SYDNEY","",""
"PLX184894","","87961","07/10/2021 17:13 +11:00","PLX1848940010042340","Depot In","SYDNEY","",""
"PLX184995","","87994","07/10/2021 17:10 +11:00","PLX1849950010022259","Depot In","SYDNEY","",""
"PLX184995","","87994","07/10/2021 17:10 +11:00","PLX1849950020022259","Depot In","SYDNEY","",""
"PLX185138","","88099","07/10/2021 17:13 +11:00","PLX1851380030053199","Depot In","SYDNEY","",""
"PLX018746","9c3864c7-5049-4391-af21-2c2441366106","87919","07/10/2021 17:21 +11:00","PLX0187460040063910","Reserved 15","SYDNEY","",""
"PLX018746","9c3864c7-5049-4391-af21-2c2441366106","87919","07/10/2021 17:15 +11:00","PLX0187460050063910","Depot In","SYDNEY","",""
"PLX185138","","88099","07/10/2021 17:15 +11:00","PLX1851380020053199","Depot In","SYDNEY","",""
