ConsignmentNumber,UniqueId,SenderReference,StatusDateTime,Status,StatusTag
"PLX189244","","393503651002108406, 393503651002108390, 393503651002108383","17/11/2021 06:32 +11:00","OnDelivery",""
"PLX189233","","393503651002099575, 393503651002099582","17/11/2021 06:32 +11:00","OnDelivery",""
