ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX186898","","88923","09/11/2021 05:41 +11:00","PLX1868980060072259","On Delivery","SYDNEY","",""
"PLX188060","","89327","09/11/2021 05:52 +11:00","PLX1880600060072259","On Delivery","SYDNEY","",""
"PLX188031","","89305","09/11/2021 05:52 +11:00","PLX1880310010012262","On Delivery","SYDNEY","",""
"PLX188060","","89327","09/11/2021 05:53 +11:00","PLX1880600030072259","On Delivery","SYDNEY","",""
"PLX186898","","88923","09/11/2021 05:53 +11:00","PLX1868980030072259","On Delivery","SYDNEY","",""
"PLX186898","","88923","09/11/2021 05:54 +11:00","PLX1868980020072259","On Delivery","SYDNEY","",""
"PLX188060","","89327","09/11/2021 05:54 +11:00","PLX1880600010072259","On Delivery","SYDNEY","",""
"PLX186898","","88923","09/11/2021 05:56 +11:00","PLX1868980040072259","On Delivery","SYDNEY","",""
"PLX186898","","88923","09/11/2021 05:57 +11:00","PLX1868980050072259","On Delivery","SYDNEY","",""
"PLX188060","","89327","09/11/2021 06:13 +11:00","PLX1880600050072259","On Delivery","SYDNEY","",""
