ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX187643","","89234","29/10/2021 18:05 +11:00","PLX1876430060066171","Depot In","SYDNEY","",""
"PLX187021","","88827","29/10/2021 18:05 +11:00","PLX1870210020044031","Depot In","SYDNEY","",""
"PLX187651","","89253","29/10/2021 18:05 +11:00","PLX1876510030065125","Depot In","SYDNEY","",""
"PLX187645","","89242","29/10/2021 18:05 +11:00","PLX1876450020064124","Depot In","SYDNEY","",""
"PLX187632","","89237","29/10/2021 18:05 +11:00","PLX1876320020062420","Depot In","SYDNEY","",""
"PLX187640","","89241","29/10/2021 18:05 +11:00","PLX1876400030062360","Depot In","SYDNEY","",""
"PLX187638","","89239","29/10/2021 18:05 +11:00","PLX1876380030062444","Depot In","SYDNEY","",""
"PLX187639","","89240","29/10/2021 18:05 +11:00","PLX1876390030064670","Depot In","SYDNEY","",""
"PLX187632","","89237","29/10/2021 18:06 +11:00","PLX1876320030062420","Depot In","SYDNEY","",""
"PLX187636","","89238","29/10/2021 18:07 +11:00","PLX1876360030062630","Depot In","SYDNEY","",""
"PLX187630","","89236","29/10/2021 18:07 +11:00","PLX1876300030066450","Depot In","SYDNEY","",""
"PLX187630","","89236","29/10/2021 18:08 +11:00","PLX1876300020066450","Depot In","SYDNEY","",""
"PLX187021","","88827","29/10/2021 18:09 +11:00","PLX1870210010044031","Depot In","SYDNEY","",""
"PLX187640","","89241","29/10/2021 18:08 +11:00","PLX1876400020062360","Depot In","SYDNEY","",""
"PLX187638","","89239","29/10/2021 18:08 +11:00","PLX1876380020062444","Depot In","SYDNEY","",""
"PLX187636","","89238","29/10/2021 18:07 +11:00","PLX1876360020062630","Depot In","SYDNEY","",""
"PLX187639","","89240","29/10/2021 18:08 +11:00","PLX1876390020064670","Depot In","SYDNEY","",""
