ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX019185","14ce5274-5d37-4434-84d8-380eb63c6c77","89096","16/11/2021 18:54 +11:00","PLX0191850010042790","Depot In","SYDNEY","",""
"PLX189646","","393503651002105139, 393503651002105122","16/11/2021 18:55 +11:00","PLX1896460020022356","Depot In","SYDNEY","",""
"PLX189642","","393503651002105184, 393503651002105191","16/11/2021 18:55 +11:00","PLX1896420010022211","Depot In","SYDNEY","",""
"PLX189641","","393503651002105528, 393503651002105535","16/11/2021 18:56 +11:00","PLX1896410010023214","Depot In","SYDNEY","",""
"PLX019167","8e35a5d2-298a-4b0f-a0c5-f44905edcb8c","89634","16/11/2021 18:56 +11:00","PLX0191670010012540","Depot In","SYDNEY","",""
"PLX019185","14ce5274-5d37-4434-84d8-380eb63c6c77","89096","16/11/2021 18:56 +11:00","PLX0191850040042790","Depot In","SYDNEY","",""
"PLX019162","b2e4e9ce-6df7-4a58-8fc0-15ec97cc8cd9","89562","16/11/2021 18:56 +11:00","PLX0191620030042615","Depot In","SYDNEY","",""
"PLX188807","","89402","16/11/2021 18:56 +11:00","PLX1888070040073805","Depot In","SYDNEY","",""
"PLX188470","","89426","16/11/2021 18:57 +11:00","PLX1884700020072551","Depot In","SYDNEY","",""
"PLX188470","","89426","16/11/2021 18:57 +11:00","PLX1884700030072551","Depot In","SYDNEY","",""
"PLX188738","","89505","16/11/2021 18:57 +11:00","PLX1887380010075277","Depot In","SYDNEY","",""
"PLX019185","14ce5274-5d37-4434-84d8-380eb63c6c77","89096","16/11/2021 18:56 +11:00","PLX0191850030042790","Depot In","SYDNEY","",""
"PLX188470","","89426","16/11/2021 18:58 +11:00","PLX1884700050072551","Depot In","SYDNEY","",""
"PLX188620","","89449","16/11/2021 18:58 +11:00","PLX1886200010013505","Depot In","SYDNEY","",""
"PLX188477","","89429","16/11/2021 18:58 +11:00","PLX1884770020022750","Depot In","SYDNEY","",""
"PLX019161","8859fec3-fcf3-4514-b945-b09263c7f022","89384","16/11/2021 18:58 +11:00","PLX0191610020022443","Depot In","SYDNEY","",""
"PLX188453","","89450","16/11/2021 18:58 +11:00","PLX1884530010012650","Depot In","SYDNEY","",""
"PLX188479","","89430","16/11/2021 18:58 +11:00","PLX1884790020022350","Depot In","SYDNEY","",""
"PLX019161","8859fec3-fcf3-4514-b945-b09263c7f022","89384","16/11/2021 18:59 +11:00","PLX0191610010022443","Depot In","SYDNEY","",""
