ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX189023","","393503651002100042, 393503651002100011, 393503651002100035, 393503651002100004, 393503651002100028,","12/11/2021 18:44 +11:00","PLX1890230060085170","Depot In","SYDNEY","",""
"PLX189051","","393503651002099773, 393503651002099766","12/11/2021 18:45 +11:00","PLX1890510010023188","Depot In","SYDNEY","",""
"PLX189023","","393503651002100042, 393503651002100011, 393503651002100035, 393503651002100004, 393503651002100028,","12/11/2021 18:45 +11:00","PLX1890230020085170","Depot In","SYDNEY","",""
"PLX189231","","393503651002086414, 393503651002086407, 393503651002086377, 393503651002099506, 393503651002099513,","12/11/2021 18:45 +11:00","PLX1892310020093352","Depot In","SYDNEY","",""
"PLX188848","","393503651002086322, 393503651002086360, 393503651002086339, 393503651002086346, 393503651002086445,","12/11/2021 18:45 +11:00","PLX1888480070094030","Depot In","SYDNEY","",""
"PLX188848","","393503651002086322, 393503651002086360, 393503651002086339, 393503651002086346, 393503651002086445,","12/11/2021 18:45 +11:00","PLX1888480050094030","Depot In","SYDNEY","",""
"PLX189023","","393503651002100042, 393503651002100011, 393503651002100035, 393503651002100004, 393503651002100028,","12/11/2021 18:45 +11:00","PLX1890230040085170","Depot In","SYDNEY","",""
"PLX189231","","393503651002086414, 393503651002086407, 393503651002086377, 393503651002099506, 393503651002099513,","12/11/2021 18:45 +11:00","PLX1892310030093352","Depot In","SYDNEY","",""
"PLX189024","","393503651002104859, 393503651002104828, 393503651002104798, 393503651002104866, 393503651002104774,","12/11/2021 18:48 +11:00","PLX1890240030153156","Depot In","SYDNEY","",""
"PLX189024","","393503651002104859, 393503651002104828, 393503651002104798, 393503651002104866, 393503651002104774,","12/11/2021 18:48 +11:00","PLX1890240070153156","Depot In","SYDNEY","",""
"PLX189024","","393503651002104859, 393503651002104828, 393503651002104798, 393503651002104866, 393503651002104774,","12/11/2021 18:48 +11:00","PLX1890240050153156","Depot In","SYDNEY","",""
