ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX187645","","89242","29/10/2021 18:03 +11:00","PLX1876450010064124","Depot In","SYDNEY","",""
"PLX187651","","89253","29/10/2021 18:03 +11:00","PLX1876510010065125","Depot In","SYDNEY","",""
"PLX187643","","89234","29/10/2021 18:03 +11:00","PLX1876430030066171","Depot In","SYDNEY","",""
"PLX187639","","89240","29/10/2021 18:04 +11:00","PLX1876390010064670","Depot In","SYDNEY","",""
"PLX187640","","89241","29/10/2021 18:04 +11:00","PLX1876400010062360","Depot In","SYDNEY","",""
"PLX187636","","89238","29/10/2021 18:04 +11:00","PLX1876360010062630","Depot In","SYDNEY","",""
"PLX187021","","88827","29/10/2021 18:02 +11:00","PLX1870210040044031","Depot In","SYDNEY","",""
"PLX187684","","87801","29/10/2021 18:03 +11:00","PLX1876840020036101","Depot In","SYDNEY","",""
"PLX019127","cc37f252-9d40-4eda-b8ec-7b0c104505fb","89007","29/10/2021 18:02 +11:00","PLX0191270070073163","Depot In","SYDNEY","",""
"PLX187638","","89239","29/10/2021 18:04 +11:00","PLX1876380010062444","Depot In","SYDNEY","",""
"PLX187632","","89237","29/10/2021 18:04 +11:00","PLX1876320010062420","Depot In","SYDNEY","",""
"PLX187630","","89236","29/10/2021 18:04 +11:00","PLX1876300010066450","Depot In","SYDNEY","",""
"PLX187110","","88999","29/10/2021 18:04 +11:00","PLX1871100010012750","Depot In","SYDNEY","",""
