ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX185490","","88203","14/10/2021 16:43 +11:00","PLX1854900050013072","Depot In","SYDNEY","",""
"PLX185495","","88208","14/10/2021 16:43 +11:00","PLX1854950030016012","Depot In","SYDNEY","",""
"PLX185490","","88203","14/10/2021 16:47 +11:00","PLX1854900010013072","Depot In","SYDNEY","",""
"PLX018955","4ab0c002-4924-47ec-96bd-f7bca0055f3d","88318","14/10/2021 16:47 +11:00","PLX0189550010012259","Depot In","SYDNEY","",""
"PLX018954","ee133bb4-9542-4db2-9e18-7d736d85e2c2","88316","14/10/2021 16:47 +11:00","PLX0189540010013163","Depot In","SYDNEY","",""
"PLX185491","","88204","14/10/2021 16:43 +11:00","PLX1854910010012570","Depot In","SYDNEY","",""
"PLX018930","43ad8aad-e27d-4f9c-a1fd-8da3f38e7c33","87263","14/10/2021 16:44 +11:00","PLX0189300090174870","Depot In","SYDNEY","",""
"PLX018929","8492448f-56ad-4ad6-9912-0c63d522305c","87828","14/10/2021 16:44 +11:00","PLX0189290010026170","Depot In","SYDNEY","",""
"PLX018895","49d0deb3-e9f4-4686-98bd-e4692c2e23ae","88222","14/10/2021 16:56 +11:00","PLX0188950030063764","Depot In","SYDNEY","",""
"PLX018959","223d28ee-03d8-4d4f-9272-e397c8033cf1","88144","14/10/2021 16:44 +11:00","PLX0189590020026027","Depot In","SYDNEY","",""
"PLX018921","34cb1b43-c971-42a0-b1ca-30fb2835681a","88265","14/10/2021 16:57 +11:00","PLX0189210010063023","Depot In","SYDNEY","",""
"PLX018894","6e3915d3-8173-4c8f-bbfc-179212f52b64","88232","14/10/2021 16:57 +11:00","PLX0188940040063175","Depot In","SYDNEY","",""
"PLX018892","56b1d9c0-5cb0-4eb2-9ef9-23394b5b0ea8","88230","14/10/2021 16:57 +11:00","PLX0188920020062756","Depot In","SYDNEY","",""
"PLX018921","34cb1b43-c971-42a0-b1ca-30fb2835681a","88265","14/10/2021 16:57 +11:00","PLX0189210020063023","Depot In","SYDNEY","",""
"PLX018894","6e3915d3-8173-4c8f-bbfc-179212f52b64","88232","14/10/2021 16:59 +11:00","PLX0188940030063175","Depot In","SYDNEY","",""
"PLX018895","49d0deb3-e9f4-4686-98bd-e4692c2e23ae","88222","14/10/2021 16:59 +11:00","PLX0188950050063764","Depot In","SYDNEY","",""
