ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX189836","","393503651002110614, 393503651002110621, 393503651002110645, 393503651002110652, 393503651002110669,","17/11/2021 19:42 +11:00","PLX1898360020065049","Depot In","SYDNEY","",""
"PLX189817","","393503651002110522, 393503651002110584, 393503651002110560, 393503651002110607, 393503651002110553,","17/11/2021 19:41 +11:00","PLX1898170090096460","Depot In","SYDNEY","",""
"PLX019193","82acb739-ab88-44fb-9905-aac585574747","89966","17/11/2021 19:40 +11:00","PLX0191930020022565","Depot In","SYDNEY","",""
"PLX189818","","393503651002110355, 393503651002110362, 393503651002110379, 393503651002110409, 393503651002110393,","17/11/2021 19:40 +11:00","PLX1898180050063216","Depot In","SYDNEY","",""
"PLX189796","","393503651002110980, 393503651002110966, 393503651002110973","17/11/2021 19:43 +11:00","PLX1897960010032175","Depot In","SYDNEY","",""
"PLX189836","","393503651002110614, 393503651002110621, 393503651002110645, 393503651002110652, 393503651002110669,","17/11/2021 19:41 +11:00","PLX1898360030065049","Depot In","SYDNEY","",""
"PLX189817","","393503651002110522, 393503651002110584, 393503651002110560, 393503651002110607, 393503651002110553,","17/11/2021 19:42 +11:00","PLX1898170070096460","Depot In","SYDNEY","",""
"PLX189835","","393503651002110812, 393503651002110843, 393503651002110850, 393503651002110867, 393503651002110836,","17/11/2021 19:42 +11:00","PLX1898350040073113","Depot In","SYDNEY","",""
"PLX189786","","393503651002111000, 393503651002110997","17/11/2021 19:42 +11:00","PLX1897860020024874","Depot In","SYDNEY","",""
"PLX189510","","393503651002110454, 393503651002110478, 393503651002110492, 393503651002106532, 393503651002110461,","17/11/2021 19:41 +11:00","PLX1895100010066100","Depot In","SYDNEY","",""
"PLX189842","","393503651002109939, 393503651002109915, 393503651002109922, 393503651002109946, 393503651002109953,","17/11/2021 19:42 +11:00","PLX1898420050066056","Depot In","SYDNEY","",""
"PLX189818","","393503651002110355, 393503651002110362, 393503651002110379, 393503651002110409, 393503651002110393,","17/11/2021 19:41 +11:00","PLX1898180040063216","Depot In","SYDNEY","",""
"PLX189817","","393503651002110522, 393503651002110584, 393503651002110560, 393503651002110607, 393503651002110553,","17/11/2021 19:43 +11:00","PLX1898170020096460","Depot In","SYDNEY","",""
"PLX189907","","393503651002110423, 393503651002110188, 393503651002110416","17/11/2021 19:43 +11:00","PLX1899070030033549","Depot In","SYDNEY","",""
"PLX189796","","393503651002110980, 393503651002110966, 393503651002110973","17/11/2021 19:43 +11:00","PLX1897960020032175","Depot In","SYDNEY","",""
"PLX189786","","393503651002111000, 393503651002110997","17/11/2021 19:43 +11:00","PLX1897860010024874","Depot In","SYDNEY","",""
"PLX189806","","393503651002114346, 393503651002109984, 393503651002109991, 393503651002114339","17/11/2021 19:44 +11:00","PLX1898060020044505","Depot In","SYDNEY","",""
"PLX189806","","393503651002114346, 393503651002109984, 393503651002109991, 393503651002114339","17/11/2021 19:44 +11:00","PLX1898060030044505","Depot In","SYDNEY","",""
"PLX189835","","393503651002110812, 393503651002110843, 393503651002110850, 393503651002110867, 393503651002110836,","17/11/2021 19:44 +11:00","PLX1898350050073113","Depot In","SYDNEY","",""
