ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX186898","","88923","08/11/2021 16:03 +11:00","PLX1868980050072259","Reserved 15","SYDNEY","",""
"PLX187820","","89268","08/11/2021 16:03 +11:00","PLX1878200040044305","Reserved 15","SYDNEY","",""
"PLX187839","","89264","08/11/2021 16:03 +11:00","PLX1878390010025608","Reserved 15","SYDNEY","",""
"PLX187823","","89270","08/11/2021 16:04 +11:00","PLX1878230040042906","Reserved 15","SYDNEY","",""
"PLX187834","","89280","08/11/2021 16:04 +11:00","PLX1878340030042066","Reserved 15","SYDNEY","",""
"PLX188060","","89327","08/11/2021 16:04 +11:00","PLX1880600050072259","Reserved 15","SYDNEY","",""
"PLX188055","","89324","08/11/2021 16:04 +11:00","PLX1880550050073796","Reserved 15","SYDNEY","",""
"PLX188063","","89331","08/11/2021 16:04 +11:00","PLX1880630050074344","Reserved 15","SYDNEY","",""
"PLX187627","","89211","08/11/2021 16:04 +11:00","PLX1876270050073156","Reserved 15","SYDNEY","",""
"PLX188198","","89353","08/11/2021 16:04 +11:00","PLX1881980010022080","Reserved 15","SYDNEY","",""
"PLX188230","","89410","08/11/2021 16:04 +11:00","PLX1882300010025351","Reserved 15","SYDNEY","",""
"PLX187863","","88291","08/11/2021 16:04 +11:00","PLX1878630030092582","Reserved 15","SYDNEY","",""
"PLX187843","","89287","08/11/2021 16:04 +11:00","PLX1878430030076725","Reserved 15","SYDNEY","",""
"PLX187863","","88291","08/11/2021 16:05 +11:00","PLX1878630050092582","Reserved 15","SYDNEY","",""
"PLX186898","","88923","08/11/2021 16:05 +11:00","PLX1868980060072259","Reserved 15","SYDNEY","",""
"PLX188193","","89346","08/11/2021 16:05 +11:00","PLX1881930010012143","Reserved 15","SYDNEY","",""
"PLX188200","","89358","08/11/2021 16:05 +11:00","PLX1882000010012213","Reserved 15","SYDNEY","",""
"PLX187712","","89224","08/11/2021 16:05 +11:00","PLX1877120080082261","Reserved 15","SYDNEY","",""
"PLX187843","","89287","08/11/2021 16:06 +11:00","PLX1878430060076725","Reserved 15","SYDNEY","",""
"PLX186898","","88923","08/11/2021 16:06 +11:00","PLX1868980040072259","Reserved 15","SYDNEY","",""
"PLX188206","","89362","08/11/2021 16:06 +11:00","PLX1882060010013579","Reserved 15","SYDNEY","",""
"PLX188191","","89344","08/11/2021 16:06 +11:00","PLX1881910010012199","Reserved 15","SYDNEY","",""
"PLX188063","","89331","08/11/2021 16:06 +11:00","PLX1880630040074344","Reserved 15","SYDNEY","",""
"PLX188055","","89324","08/11/2021 16:06 +11:00","PLX1880550040073796","Reserved 15","SYDNEY","",""
"PLX187627","","89211","08/11/2021 16:06 +11:00","PLX1876270040073156","Reserved 15","SYDNEY","",""
"PLX188192","","89345","08/11/2021 16:06 +11:00","PLX1881920010014124","Reserved 15","SYDNEY","",""
