ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX189024","","393503651002104859, 393503651002104828, 393503651002104798, 393503651002104866, 393503651002104774,","12/11/2021 19:05 +11:00","PLX1890240010153156","Depot In","SYDNEY","",""
"PLX189241","","393255522002539490, 393255522002539506","12/11/2021 19:05 +11:00","PLX1892410020025107","Depot In","SYDNEY","",""
"PLX189238","","393277552007026253, 393255522002539483","12/11/2021 19:05 +11:00","PLX1892380020023496","Depot In","SYDNEY","",""
"PLX189246","","393255522002539513, 393255522002539520","12/11/2021 19:05 +11:00","PLX1892460020024129","Depot In","SYDNEY","",""
"PLX189236","","393277552007026277, 393277552007026260","12/11/2021 19:05 +11:00","PLX1892360020025117","Depot In","SYDNEY","",""
"PLX189023","","393503651002100042, 393503651002100011, 393503651002100035, 393503651002100004, 393503651002100028,","12/11/2021 19:05 +11:00","PLX1890230070085170","Depot In","SYDNEY","",""
"PLX189023","","393503651002100042, 393503651002100011, 393503651002100035, 393503651002100004, 393503651002100028,","12/11/2021 19:05 +11:00","PLX1890230050085170","Depot In","SYDNEY","",""
"PLX189024","","393503651002104859, 393503651002104828, 393503651002104798, 393503651002104866, 393503651002104774,","12/11/2021 19:06 +11:00","PLX1890240090153156","Depot In","SYDNEY","",""
"PLX189023","","393503651002100042, 393503651002100011, 393503651002100035, 393503651002100004, 393503651002100028,","12/11/2021 19:06 +11:00","PLX1890230080085170","Depot In","SYDNEY","",""
"PLX188932","","87537","12/11/2021 19:06 +11:00","PLX1889320010032146","Depot In","SYDNEY","",""
"PLX189024","","393503651002104859, 393503651002104828, 393503651002104798, 393503651002104866, 393503651002104774,","12/11/2021 19:06 +11:00","PLX1890240080153156","Depot In","SYDNEY","",""
"PLX188848","","393503651002086322, 393503651002086360, 393503651002086339, 393503651002086346, 393503651002086445,","12/11/2021 19:06 +11:00","PLX1888480030094030","Depot In","SYDNEY","",""
"PLX189231","","393503651002086414, 393503651002086407, 393503651002086377, 393503651002099506, 393503651002099513,","12/11/2021 19:06 +11:00","PLX1892310060093352","Depot In","SYDNEY","",""
"PLX189075","","89567","12/11/2021 19:07 +11:00","PLX1890750010037030","Depot In","SYDNEY","",""
"PLX189024","","393503651002104859, 393503651002104828, 393503651002104798, 393503651002104866, 393503651002104774,","12/11/2021 19:07 +11:00","PLX1890240130153156","Depot In","SYDNEY","",""
"PLX188835","","89544","12/11/2021 19:08 +11:00","PLX1888350040043805","Depot In","SYDNEY","",""
"PLX189024","","393503651002104859, 393503651002104828, 393503651002104798, 393503651002104866, 393503651002104774,","12/11/2021 19:07 +11:00","PLX1890240140153156","Depot In","SYDNEY","",""
"PLX188845","","89551","12/11/2021 19:08 +11:00","PLX1888450030042352","Depot In","SYDNEY","",""
"PLX189056","","89617","12/11/2021 19:08 +11:00","PLX1890560040042327","Depot In","SYDNEY","",""
"PLX188746","","89511","12/11/2021 19:07 +11:00","PLX1887460060062318","Depot In","SYDNEY","",""
"PLX188745","","89510","12/11/2021 19:07 +11:00","PLX1887450050072560","Depot In","SYDNEY","",""
"PLX189080","","89670","12/11/2021 19:07 +11:00","PLX1890800030044662","Depot In","SYDNEY","",""
"PLX188835","","89544","12/11/2021 19:08 +11:00","PLX1888350030043805","Depot In","SYDNEY","",""
"PLX188845","","89551","12/11/2021 19:08 +11:00","PLX1888450040042352","Depot In","SYDNEY","",""
"PLX189056","","89617","12/11/2021 19:08 +11:00","PLX1890560030042327","Depot In","SYDNEY","",""
"PLX188745","","89510","12/11/2021 19:07 +11:00","PLX1887450010072560","Depot In","SYDNEY","",""
"PLX019168","b35b1874-8a19-4962-be9a-6a932a6ff424","89662","12/11/2021 19:07 +11:00","PLX0191680010022537","Depot In","SYDNEY","",""
"PLX189080","","89670","12/11/2021 19:09 +11:00","PLX1890800040044662","Depot In","SYDNEY","",""
"PLX189024","","393503651002104859, 393503651002104828, 393503651002104798, 393503651002104866, 393503651002104774,","12/11/2021 19:07 +11:00","PLX1890240120153156","Depot In","SYDNEY","",""
"PLX188746","","89511","12/11/2021 19:09 +11:00","PLX1887460030062318","Depot In","SYDNEY","",""
