ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX189799","","393503651002110942, 393503651002110959","17/11/2021 19:45 +11:00","PLX1897990010022622","Depot In","SYDNEY","",""
"PLX189840","69197","393503651002110911, 393503651002110881, 393503651002110904, 393503651002110898","17/11/2021 19:45 +11:00","PLX1898400030044215","Depot In","SYDNEY","",""
"PLX189800","","393503651002101711","17/11/2021 19:45 +11:00","PLX1898000010013029","Depot In","SYDNEY","",""
"PLX019201","6245e68d-64ca-466e-a32b-51d0be8086f6","90102","17/11/2021 19:45 +11:00","PLX0192010020022880","Depot In","SYDNEY","",""
"PLX189840","69197","393503651002110911, 393503651002110881, 393503651002110904, 393503651002110898","17/11/2021 19:45 +11:00","PLX1898400020044215","Depot In","SYDNEY","",""
"PLX189822","","393503651002110263, 393503651002109854","17/11/2021 19:45 +11:00","PLX1898220010022354","Depot In","SYDNEY","",""
"PLX189835","","393503651002110812, 393503651002110843, 393503651002110850, 393503651002110867, 393503651002110836,","17/11/2021 19:45 +11:00","PLX1898350030073113","Depot In","SYDNEY","",""
"PLX189835","","393503651002110812, 393503651002110843, 393503651002110850, 393503651002110867, 393503651002110836,","17/11/2021 19:45 +11:00","PLX1898350070073113","Depot In","SYDNEY","",""
"PLX189788","","393503651002110096, 393503651002110119, 393503651002109878, 393503651002110126","17/11/2021 19:45 +11:00","PLX1897880020044068","Depot In","SYDNEY","",""
"PLX189842","","393503651002109939, 393503651002109915, 393503651002109922, 393503651002109946, 393503651002109953,","17/11/2021 19:45 +11:00","PLX1898420010066056","Depot In","SYDNEY","",""
