ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX188062","","89329","05/11/2021 17:13 +11:00","PLX1880620020044358","Depot In","SYDNEY","",""
"PLX188226","","89406","05/11/2021 17:13 +11:00","PLX1882260020042518","Depot In","SYDNEY","",""
"PLX188215","","89370","05/11/2021 17:13 +11:00","PLX1882150020045355","Depot In","SYDNEY","",""
"PLX188229","","89409","05/11/2021 17:13 +11:00","PLX1882290010042086","Depot In","SYDNEY","",""
"PLX188494","","89469","05/11/2021 17:12 +11:00","PLX1884940010044560","Depot In","SYDNEY","",""
"PLX188214","","89369","05/11/2021 17:13 +11:00","PLX1882140020042567","Depot In","SYDNEY","",""
"PLX188455","","89419","05/11/2021 17:13 +11:00","PLX1884550010043134","Depot In","SYDNEY","",""
"PLX188058","","89325","05/11/2021 17:13 +11:00","PLX1880580010042571","Depot In","SYDNEY","",""
"PLX188053","","89323","05/11/2021 17:13 +11:00","PLX1880530010044116","Depot In","SYDNEY","",""
"PLX188052","","89322","05/11/2021 17:13 +11:00","PLX1880520010042135","Depot In","SYDNEY","",""
"PLX187631","","89213","05/11/2021 17:13 +11:00","PLX1876310040043350","Depot In","SYDNEY","",""
"PLX188489","","87349","05/11/2021 17:14 +11:00","PLX1884890010023162","Depot In","SYDNEY","",""
"PLX188067","","87307","05/11/2021 17:13 +11:00","PLX1880670030073754","Depot In","SYDNEY","",""
"PLX188205","","89335","05/11/2021 17:14 +11:00","PLX1882050020072347","Depot In","SYDNEY","",""
"PLX188468","","89424","05/11/2021 17:14 +11:00","PLX1884680010012261","Depot In","SYDNEY","",""
"PLX188067","","87307","05/11/2021 17:14 +11:00","PLX1880670020073754","Depot In","SYDNEY","",""
"PLX188066","","87306","05/11/2021 17:14 +11:00","PLX1880660030033754","Depot In","SYDNEY","",""
