ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX018762","6b9509c3-b931-43f9-8f9e-33f04c07ef08","88002","11/10/2021 16:50 +11:00","PLX0187620030062680","Depot In","SYDNEY","",""
"PLX018789","9f43e021-a595-440b-b615-4dd06c4fea72","87790","11/10/2021 16:50 +11:00","PLX0187890010013204","Depot In","SYDNEY","",""
"PLX018834","16a5bdc0-a84d-40cd-9a0d-0684b2a0e3ba","88130","11/10/2021 16:50 +11:00","PLX0188340020025074","Depot In","SYDNEY","",""
"PLX018763","bb173ad7-3b34-4081-a7f0-5ee2b8e1ecdc","","11/10/2021 16:50 +11:00","PLX0187630020024702","Depot In","SYDNEY","",""
"PLX018835","a07062c8-bb73-44bc-9691-6cbbc0ac7654","88131","11/10/2021 16:50 +11:00","PLX0188350010022560","Depot In","SYDNEY","",""
"PLX018767","877cd8f1-1fc4-46b6-9905-3525fcc97089","88005","11/10/2021 16:50 +11:00","PLX0187670040042760","Depot In","SYDNEY","",""
"PLX018839","576672e4-71f1-430f-a253-e15afd453f19","88138","11/10/2021 16:50 +11:00","PLX0188390010042745","Depot In","SYDNEY","",""
"PLX018801","ed5b3821-404d-4fd1-b6dd-94e33f6b172c","88062","11/10/2021 16:51 +11:00","PLX0188010010016057","Depot In","SYDNEY","",""
"PLX018794","6c14e395-4519-42a5-a9c1-9e4046268cd2","88056","11/10/2021 16:50 +11:00","PLX0187940060062210","Depot In","SYDNEY","",""
"PLX018830","bcb6b8e1-e154-4358-91da-1d99dc67ec6c","88121","11/10/2021 16:50 +11:00","PLX0188300030062571","Depot In","SYDNEY","",""
"PLX018770","26bc0c25-fb42-475f-9757-c1485636c1d9","","11/10/2021 16:50 +11:00","PLX0187700010043029","Depot In","SYDNEY","",""
"PLX018774","081ddb7e-c3de-4658-b531-a572140b0b45","88022","11/10/2021 16:50 +11:00","PLX0187740020022325","Depot In","SYDNEY","",""
"PLX018766","76c4a00d-b025-4eaf-b250-63f256d1e995","","11/10/2021 16:50 +11:00","PLX0187660040043178","Depot In","SYDNEY","",""
"PLX018790","228c31ba-5e19-4177-b57f-31349f8957be","88051","11/10/2021 16:51 +11:00","PLX0187900020025609","Depot In","SYDNEY","",""
"PLX018790","228c31ba-5e19-4177-b57f-31349f8957be","88051","11/10/2021 16:51 +11:00","PLX0187900010025609","Depot In","SYDNEY","",""
"PLX018841","4dd1596b-9496-4a09-b594-8e5b5978a498","88141","11/10/2021 16:51 +11:00","PLX0188410010017307","Depot In","SYDNEY","",""
"PLX018774","081ddb7e-c3de-4658-b531-a572140b0b45","88022","11/10/2021 16:51 +11:00","PLX0187740010022325","Depot In","SYDNEY","",""
"PLX018832","b26f1662-0898-479b-9263-2a624fef7c06","88123","11/10/2021 16:54 +11:00","PLX0188320020024000","Depot In","SYDNEY","",""
"PLX018847","057ce696-d2ec-4dff-97d5-a7f8481d9750","88178","11/10/2021 16:54 +11:00","PLX0188470060072550","Depot In","SYDNEY","",""
"PLX018840","793e6359-28a7-4731-8424-9425002d5da2","88140","11/10/2021 16:53 +11:00","PLX0188400010012830","Depot In","SYDNEY","",""
"PLX018830","bcb6b8e1-e154-4358-91da-1d99dc67ec6c","88121","11/10/2021 16:54 +11:00","PLX0188300040062571","Depot In","SYDNEY","",""
