ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX187004","","88970","28/10/2021 16:27 +11:00","PLX1870040030074069","Depot In","SYDNEY","",""
"PLX186958","","88946","28/10/2021 16:26 +11:00","PLX1869580040076163","Depot In","SYDNEY","",""
"PLX186959","","88200","28/10/2021 16:26 +11:00","PLX1869590050073616","Depot In","SYDNEY","",""
"PLX019108","951cd15d-377b-4fd6-9568-65b698a5b2ea","88905","28/10/2021 16:27 +11:00","PLX0191080010047305","Depot In","SYDNEY","",""
"PLX186963","66085","88909","28/10/2021 16:26 +11:00","PLX1869630030074213","Depot In","SYDNEY","",""
"PLX186959","","88200","28/10/2021 16:26 +11:00","PLX1869590030073616","Depot In","SYDNEY","",""
"PLX186906","","88950","28/10/2021 16:26 +11:00","PLX1869060010043162","Depot In","SYDNEY","",""
"PLX186963","66085","88909","28/10/2021 16:27 +11:00","PLX1869630060074213","Depot In","SYDNEY","",""
"PLX186958","","88946","28/10/2021 16:27 +11:00","PLX1869580030076163","Depot In","SYDNEY","",""
"PLX187332","","89063","28/10/2021 16:27 +11:00","PLX1873320010013976","Depot In","SYDNEY","",""
"PLX186955","","88942","28/10/2021 16:26 +11:00","PLX1869550030072747","Depot In","SYDNEY","",""
"PLX186958","","88946","28/10/2021 16:28 +11:00","PLX1869580020076163","Depot In","SYDNEY","",""
"PLX186955","","88942","28/10/2021 16:28 +11:00","PLX1869550050072747","Depot In","SYDNEY","",""
"PLX186958","","88946","28/10/2021 16:28 +11:00","PLX1869580070076163","Depot In","SYDNEY","",""
"PLX186958","","88946","28/10/2021 16:28 +11:00","PLX1869580010076163","Depot In","SYDNEY","",""
"PLX186959","","88200","28/10/2021 16:29 +11:00","PLX1869590020073616","Depot In","SYDNEY","",""
"PLX186963","66085","88909","28/10/2021 16:28 +11:00","PLX1869630020074213","Depot In","SYDNEY","",""
"PLX187317","","89047","28/10/2021 16:30 +11:00","PLX1873170010042710","Depot In","SYDNEY","",""
"PLX187004","","88970","28/10/2021 16:27 +11:00","PLX1870040060074069","Depot In","SYDNEY","",""
