ConsignmentNumber,UniqueID,SenderReference,ScanDateTime,BarcodeValue,ScanType,ScanLocation,ScanDestLocation,ScanTag
"PLX189513","","393503651002108154, 393503651002108147, 393503651002108178, 393503651002108185, 393503651002108161,","16/11/2021 20:38 +11:00","PLX1895130030063064","Depot In","SYDNEY","",""
"PLX189637","","393503651002107959, 393503651002107942, 393503651002107935","16/11/2021 20:38 +11:00","PLX1896370030032609","Depot In","SYDNEY","",""
"PLX189512","","393503651002107300, 393503651002107317, 393503651002107294, 393503651002107324","16/11/2021 20:39 +11:00","PLX1895120030042228","Depot In","SYDNEY","",""
"PLX189595","","393503651002102565, 393503651002100592, 393503651002100578, 393503651002100554, 393503651002100585,","16/11/2021 20:39 +11:00","PLX1895950060062570","Depot In","SYDNEY","",""
"PLX189594","","393503651002108284, 393503651002108277","16/11/2021 20:39 +11:00","PLX1895940020022430","Depot In","SYDNEY","",""
"PLX189513","","393503651002108154, 393503651002108147, 393503651002108178, 393503651002108185, 393503651002108161,","16/11/2021 20:36 +11:00","PLX1895130050063064","Depot In","SYDNEY","",""
"PLX189513","","393503651002108154, 393503651002108147, 393503651002108178, 393503651002108185, 393503651002108161,","16/11/2021 20:38 +11:00","PLX1895130020063064","Depot In","SYDNEY","",""
"PLX189617","","393503651002108116, 393503651002108093, 393503651002108109, 393503651002108086","16/11/2021 20:39 +11:00","PLX1896170040046210","Depot In","SYDNEY","",""
"PLX189604","","393503651002108314, 393503651002108291, 393503651002108307","16/11/2021 20:39 +11:00","PLX1896040020033146","Depot In","SYDNEY","",""
"PLX189471","","393503651002108413, 393503651002108420","16/11/2021 20:39 +11:00","PLX1894710010024519","Depot In","SYDNEY","",""
"PLX189513","","393503651002108154, 393503651002108147, 393503651002108178, 393503651002108185, 393503651002108161,","16/11/2021 20:39 +11:00","PLX1895130060063064","Depot In","SYDNEY","",""
"PLX189233","","393503651002099575, 393503651002099582","16/11/2021 20:39 +11:00","PLX1892330010022250","Depot In","SYDNEY","",""
"PLX189595","","393503651002102565, 393503651002100592, 393503651002100578, 393503651002100554, 393503651002100585,","16/11/2021 20:38 +11:00","PLX1895950040062570","Depot In","SYDNEY","",""
"PLX189244","","393503651002108406, 393503651002108390, 393503651002108383","16/11/2021 20:38 +11:00","PLX1892440030032262","Depot In","SYDNEY","",""
"PLX189242","","393503651002096116, 393503651002096109, 393503651002096093, 393503651002096123","16/11/2021 20:39 +11:00","PLX1892420040043335","Depot In","SYDNEY","",""
"PLX189625","","393503651002107201, 393503651002107218","16/11/2021 20:38 +11:00","PLX1896250010025169","Depot In","SYDNEY","",""
"PLX189601","","393503651002096178, 393503651002096192, 393503651002096222, 393503651002096215, 393503651002096208,","16/11/2021 20:38 +11:00","PLX1896010070092206","Depot In","SYDNEY","",""
