customer_order_number,consignment_number,date_of_event,fp_status_code,fp_status,fp_status_details,dme_status,pod_name,reason,cartons_delivered,booking_number
21419,DME177959,20210726,C,COMPLETED,Consignment has been successfully delivered,COMPLETED,,,1,47284
