customer_order_number,consignment_number,date_of_event,fp_status_code,fp_status,fp_status_details,dme_status,pod_name,reason,cartons_delivered,booking_number
D_DeliverMe_Int,,20211109,B,BOOKED,Consignment has been booked,BOOKED,,,,96707
