DME94732,2019-05-08,2019-05-06,14:10
DME94736,2019-05-09,2019-05-06,14:11
DME94732,2019-05-10,2019-05-06,14:11
DME93704,2019-05-09,2019-05-06,14:12
DME94732,2019-05-08,2019-05-06,14:13
DME94730,2019-05-08,2019-05-06,14:24
DME94737,2019-05-08,2019-05-06,14:25
DME94750,2019-05-08,2019-05-06,14:25
DME94743,2019-05-07,2019-05-06,14:26
DME94733,2019-05-07,2019-05-06,14:27
DME94749,2019-05-08,2019-05-06,14:28
DME94759,2019-05-08,2019-05-06,14:28
